text,selected_text,sentiment,textID
_**** not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,hopefuly,positive,2138
  I guess you are not interested !!,e not interested,negative,2139
I hate funerals.,hate,negative,2140
The sun is out here in Melbourne! Happy Mothers Day to all the mums out there,Happy,positive,2141
" I don`t know what that means, sorry",sorry,negative,2142
 saw you walking back from starbucks. I was in the orange beetle,saw you walking back from starbucks. I was in the orange beetle,neutral,2143
 LOL yea I know! I`m almost done with my semester this week  yay!!,LOL yea I know! I`m almost done with my semester this week  yay!!,neutral,2144
just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!,it was sooooo much fun!!!,positive,2145
Its too early,Its too early,neutral,2146
i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,great,positive,2147
" mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared","mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",positive,2148
oh no. opera 10 is not google friendly  *weeps*,not google friendly,negative,2149
"Well, another family was chosen for the child we interviewed for  back to looking for another kid","Well, another family was chosen for the child we interviewed for  back to looking for another kid",neutral,2150
_58 I also like `Aasman ke paar shaayad`,like,positive,2151
Hates bleech!! Messed up my black outfit,Hates,negative,2152
"I spent my whole dream cooking a delicious meal, but I woke up before I got to try it","I spent my whole dream cooking a delicious meal, but I woke up before I got to try it",neutral,2153
The ship has landed.,The ship has landed.,neutral,2154
Kyle can make fart noises with his armpit,Kyle can make fart noises with his armpit,neutral,2155
hope schools gonna be good tomorrow,good,positive,2156
watching the movie 1984 for my book report  im lazy to read,watching the movie 1984 for my book report  im lazy to read,neutral,2157
is going to see wolverine and is a lil bit excited,lil bit excited,positive,2158
I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,feel like ****,negative,2159
 bet sexy; i added u on myspace!,bet sexy; i added u on myspace!,neutral,2160
i just dyed my hair,i just dyed my hair,neutral,2161
i mean monday take the test monday!!!! please o please !,i mean monday take the test monday!!!! please o please !,neutral,2162
I need a blackberry,I need a blackberry,negative,2163
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,annoying,negative,2164
 fantastic day in the AZ sun,fantastic day in the AZ sun,positive,2165
 I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,neutral,2166
scratchy scratchy throat. warm fluids needed,scratchy,negative,2167
  o sweet i saw him last year with kenny & sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,. love them,positive,2168
 i got followed by one that says she doesn`t talk to 'god people'-i wonder if she talks to 'goddess people?',i got followed by one that says she doesn`t talk to 'god people'-i wonder if she talks to 'goddess people?',neutral,2169
 wEe ArR SoWbUr i PrOmIsS. tHe StYoOpId FlYiNg ThInG hAzZuNt KuM OwT aGaNe. iTt Iz hYdInG sUmWaRe aNd LaRfFiNg aTt Us.,wEe ArR SoWbUr i PrOmIsS. tHe StYoOpId FlYiNg ThInG hAzZuNt KuM OwT aGaNe. iTt Iz hYdInG sUmWaRe aNd LaRfFiNg aTt Us.,neutral,2170
"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",she is waiting very impatiently,negative,2171
"Sometimes I hate myself, but that`s normal so I don`t worry bout it","Sometimes I hate myself, but that`s normal so I don`t worry bout it",neutral,2172
_Crow Morning!,_Crow Morning!,neutral,2173
 You`re very welcome,You`re very welcome,positive,2174
 thanks,thanks,positive,2175
Is with our dog at the doggy park!,Is with our dog at the doggy park!,neutral,2176
 nice capture,nice capture,positive,2177
*yaaaawwwwnnnn* thx to bank holiday... let`s see what today has prepared for us...,thx to,positive,2178
" lol thanx, me too!","thanx,",positive,2179
 if you`ve ever seen the way  uses his browser he probably has like 5 copies of it running.   http://bit.ly/1doEEj,if you`ve ever seen the way  uses his browser he probably has like 5 copies of it running.   http://bit.ly/1doE,neutral,2180
Trying to go to sleep but no luck  I think i`m sick... =S,but no luck  I think i`m sick.,negative,2181
Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,neutral,2182
im hungry.due to last night`s dinner..or lack there of.. someone take care of me,im hungry.due to last night`s dinner..or lack there of.. someone take care of me,neutral,2183
_654  it`s this damp weather...,damp,negative,2184
i cba with it now   ohwell might play another innabit,i cba with it now   ohwell might play another innabit,neutral,2185
This is cool  http://yfrog.com/097dfj,cool,positive,2186
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,Failed on first day.  Twic,negative,2187
"Good morning tweeps! Monday got here way too soon! Hope you are having a good one, at least as good as it can get for a Monday",Good morning tweeps!,positive,2188
"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.","Oh, geez. I`m hungry.",negative,2189
_Aries Me and that person have something in common then! LOL jk....,Me and that person have something in common then! LOL jk....,neutral,2190
 If you`re flying to NZ www.hot.co.nz is a great way to get results in aggregate.,great,positive,2191
Toast in the morning,Toast in the morning,neutral,2192
 that really sucks I feel bad for you at least I woke up at eight.,I feel bad for you,negative,2193
[ I`m not sure what you mean by 'blowin this joint'?? '] rb lol lol good one......  ? http://blip.fm/~5z2zo,good,positive,2194
 Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral,2195
"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!","Instead, I got a Perfection!",positive,2196
 I wanna go but my car not here...,I wanna go but my car not here...,neutral,2197
I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,I find this tune to be very sexy.,positive,2198
 Thank a yoou  how are you? #TwitterTakeover,Thank,positive,2199
Band work. I need my own laptop!  buy me one Ill drive your shifts forever!,Band work. I need my own laptop!  buy me one Ill drive your shifts forever!,neutral,2200
 thanx 4 thee follow,thanx,positive,2201
"'suprised' mom with a cake and a present, because it`s mother`s day!  dad had bought flowers. : >","'suprised' mom with a cake and a present,",positive,2202
 Your Highness...........................crystalmarieDONTluvSpiteAnymore,Your Highness...........................crystalmarieDONTluvSpiteAnymore,neutral,2203
"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",Thanks to all the people,positive,2204
 wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,neutral,2205
my 21month daughter`s seperation anxiety is intense. it`s killing me. i cant leave her sight without her breaking into an anxiety attack,it`s killing me.,negative,2206
 I forgot about it and I already ate lunch  so I guess I`m not going.,I forgot about it and I already ate lunch  so I guess I`m not going.,neutral,2207
  Yeah I know what you mwan.,Yeah I know what you mwan.,neutral,2208
 gmail,gmail,neutral,2209
" FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?","FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work",neutral,2210
but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,neutral,2211
 Nothing yet,Nothing yet,neutral,2212
Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,.scary!,negative,2213
_c ive sorted it now operating system and all apps are on a seperate 60gb drive,sorted,positive,2214
 then he has gone down in my estimation,then he has gone down in my estimation,neutral,2215
"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!","really sucks,",negative,2216
" Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",miss,negative,2217
